Likes,Date,Location,Location_coord,Grid_coord,Post_url
167.0,2021-12-13 22:08:41,勤美 誠品綠園道,"(24.1509143068, 120.6637993455)","(24.16, 120.66)",https://www.instagram.com/p/CXbQNisPnBn
141.0,2021-12-14 07:47:55,廣三SOGO百貨,"(24.15528, 120.66178)","(24.16, 120.66)",https://www.instagram.com/p/CXcSf5hPUG8
513.0,2021-12-13 15:18:49,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXahTf3vpgo
22.0,2021-12-13 00:21:02,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXY6j-xvk0O
18.0,2021-12-12 20:59:44,台中國家歌劇院 VVG Play Play,"(24.1688588, 120.6398816)","(24.16, 120.64)",https://www.instagram.com/p/CXYjhkfPTWX
1921.0,2021-12-14 21:00:14,窩巷ᴴᴵᴰᴰᴱᴺ ᴸᴬᴺᴱ,"(24.13722, 120.67257)","(24.14, 120.68)",https://www.instagram.com/p/CXdtLGbvHw-
985.0,2021-12-12 10:00:02,台中車站前廣場,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXXYB2tPK5q
856.0,2021-12-14 21:59:57,窩巷ᴴᴵᴰᴰᴱᴺ ᴸᴬᴺᴱ,"(24.13722, 120.67257)","(24.14, 120.68)",https://www.instagram.com/p/CXd0AaAv1Be
415.0,2021-12-13 22:40:41,台中車站前廣場,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXbT37Mvmv5
34.0,2021-12-14 22:00:58,台中車站前廣場,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXd0H2yF4oT
150.0,2021-12-13 14:01:20,Is David 花藝 /Flower Studio,"(24.1421274932, 120.658782959)","(24.14, 120.66)",https://www.instagram.com/p/CXaYcEAloT9
611.0,2021-12-13 21:32:40,Bacitali 小義大利威尼斯宮,"(24.1386014012, 120.6257009754)","(24.14, 120.62)",https://www.instagram.com/p/CXbMFrMBr_i
3.0,2021-12-12 22:00:23,秀泰生活台中文心店,"(24.129739108, 120.6461559894)","(24.12, 120.64)",https://www.instagram.com/p/CXYqd1XpPQo
1655.0,2021-12-12 12:04:19,妮娜巧克力夢想城堡cona's,"(23.9089, 120.685)","(23.9, 120.68)",https://www.instagram.com/p/CXXmQEXvhae
1504.0,2021-12-14 09:20:41,日月潭-耶穌堂,"(23.8636386345, 120.9106867568)","(23.86, 120.92)",https://www.instagram.com/p/CXcdHbNPJ7F
221.0,2021-12-14 19:05:21,台南市立圖書館新總館,"(23.02515, 120.237071665)","(23.02, 120.24)",https://www.instagram.com/p/CXdgBjtJzw9
186.0,2021-12-14 10:59:57,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXcoeYjrdOX
102.0,2021-12-13 16:49:18,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXarqOuPE-T
253.0,2021-12-14 22:30:10,91 ART SPACE,"(22.9924951937, 120.1999453252)","(23.0, 120.2)",https://www.instagram.com/p/CXd3dxJPVyq
205.0,2021-12-14 10:53:25,新光三越 台南西門店,"(22.9869360324, 120.1985274655)","(22.98, 120.2)",https://www.instagram.com/p/CXcnuh0rqQ1
343.0,2021-12-14 15:02:03,一伴甜點工作室 R.Y. Cafe,"(22.94272, 120.26093)","(22.94, 120.26)",https://www.instagram.com/p/CXdELmOv1yj
29.0,2021-12-13 23:01:37,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXbWRQyvgwK
20.0,2021-12-13 12:22:52,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXaNK5Rv3Uo
14.0,2021-12-13 19:00:13,建業新村-光之眷,"(22.6948818069, 120.2918797333)","(22.7, 120.3)",https://www.instagram.com/p/CXa6pLgvw68
346.0,2021-12-14 22:51:31,Pingtung City,"(22.6761111111, 120.4941666667)","(22.68, 120.5)",https://www.instagram.com/p/CXd56GQPqVG
296.0,2021-12-14 17:13:38,屏東公園,"(22.674471414, 120.4914267075)","(22.68, 120.5)",https://www.instagram.com/p/CXdTPZtFH4E
293.0,2021-12-12 13:44:51,屏東耶誕城,"(22.674367824, 120.4913013165)","(22.68, 120.5)",https://www.instagram.com/p/CXXxwc4Pa51
216.0,2021-12-12 21:00:44,文藻外語大學,"(22.6701544581, 120.3190485108)","(22.68, 120.32)",https://www.instagram.com/p/CXYjo7XPn9w
547.0,2021-12-13 21:22:22,義享時尚廣場,"(22.6565418128, 120.3065371513)","(22.66, 120.3)",https://www.instagram.com/p/CXbK6OxlEgy
532.0,2021-12-14 20:27:53,凹仔底森林公園,"(22.6605984266, 120.2999063288)","(22.66, 120.3)",https://www.instagram.com/p/CXdpeFjvvSJ
160.0,2021-12-14 13:44:43,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXc7VOtvdtT
56.0,2021-12-13 21:37:19,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbMmvZAU2d
33.0,2021-12-13 21:37:29,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbMoGVlCVb
31.0,2021-12-14 22:53:37,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXd6JhEvG2l
29.0,2021-12-13 20:45:22,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbGrReP2DZ
24.0,2021-12-13 21:42:14,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbNKgOAZ6c
16.0,2021-12-13 21:03:08,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbIr5gPqje
279.0,2021-12-13 21:03:44,National Kaohsiung Center for the Arts - Weiwuying,"(22.6230313553, 120.3424572945)","(22.62, 120.34)",https://www.instagram.com/p/CXbIxxTvDtQ
78.0,2021-12-14 09:29:05,夢時代購物中心,"(22.5954605705, 120.3073258114)","(22.6, 120.3)",https://www.instagram.com/p/CXceE7JlE4j
