Location,Location_coord,rating,Post_url
石頭日式燒肉,"(22.6748409, 120.4889984)",4.3,https://www.instagram.com/p/CXVTvfSFesf/
麥當勞-屏東太平洋店,"(22.67424339999999, 120.4898241)",4.1,https://www.instagram.com/p/CECBq78AhQK/
牛角日本燒肉專門店-屏東太平洋店,"(22.6740893, 120.4906227)",4.6,https://www.instagram.com/p/CXkW7xdLiWI/
陶板屋 屏東太平洋店,"(22.6740838, 120.490642)",4.2,https://www.instagram.com/p/CQarEDbj3N4/
涮乃葉 屏東太平洋店,"(22.674038, 120.4906067)",4.1,https://www.instagram.com/p/B4kS-7mjXjl/
大黑天 壽司專賣,"(22.67375669999999, 120.491426)",4.6,https://www.instagram.com/p/CSvmxfuFbbO/
萬巒豬腳大王,"(22.6736244, 120.4905052)",4.4,https://www.instagram.com/p/CWNRxuEPbZM/
空包蛋香港雞蛋仔,"(22.6735162, 120.490461)",4.2,https://www.instagram.com/p/CAKRHfDpNNL/
東方宴餐廳,"(22.6734602, 120.3045302)",4.1,https://www.instagram.com/p/CWzfZsNPPhF/
Woopen木盆 民權加盟門市,"(22.6734556, 120.4921796)",4.5,https://www.instagram.com/p/B6Zsxk-p8MG/
汕頭麵,"(22.6734533, 120.4907005)",4.6,https://www.instagram.com/p/CVnD5WGPpQp/
韓家刀削麵,"(22.6734066, 120.4901021)",4.2,https://www.instagram.com/p/CWK8eb3potC/
好食沙拉-屏東林森店,"(22.6733523, 120.4910389)",4.3,https://www.instagram.com/p/CMJitp9nGUz/
春水堂 環球屏東店,"(22.6732667, 120.4934017)",4.1,https://www.instagram.com/p/B7Nvaq-gudL/
聚北海道鍋物 屏東環球店,"(22.6732667, 120.4934017)",4.8,https://www.instagram.com/p/CQgmfdbno_h/
林桑滷味,"(22.6732415, 120.4906014)",4.7,https://www.instagram.com/p/COfBIKVFE3d/
小蒙牛頂級麻辣養生鍋hotpot-屏東店,"(22.6730895, 120.4944349)",4.3,https://www.instagram.com/p/CXnQ6FIL9pM/
早安美芝城屏東林森,"(22.6730809, 120.4910441)",4.3,https://www.instagram.com/p/CWDm817J7ko/
屏東文德食品-德師傅,"(22.6725641, 120.4909468)",4.2,https://www.instagram.com/p/B8kaUZ_J7TO/
福井壽司,"(22.67239279999999, 120.492947)",4.3,https://www.instagram.com/p/BfAiMq6gtII/
發財車旗魚黑輪,"(22.672303, 120.4912026)",4.4,https://www.instagram.com/p/COHxPcRJB0F/
燒肉魂,"(22.672292, 120.488522)",4.6,https://www.instagram.com/p/CJiVSN_DlT0/
Manniu慢牛 創意牛肉料理,"(22.6720562, 120.30233)",4.2,https://www.instagram.com/p/CXbAxStLVIK/
A-Chi美式廚房,"(22.6718961, 120.4920005)",4.5,https://www.instagram.com/p/B6I31JSnblL/
東風新意會館/高雄五星級蔬食婚宴/蔬食外燴送,"(22.6714641, 120.304685)",4.3,https://www.instagram.com/p/CBxdO1wniR1/
爭鮮迴轉壽司 屏東店,"(22.6713326, 120.4889171)",4.1,https://www.instagram.com/p/uu4mASA9Gd/
秀羽素食館,"(22.6708068, 120.4924499)",4.3,https://www.instagram.com/p/CCx3c0fnmuA/
九湯屋日本拉麵-屏東夜市店,"(22.67007049999999, 120.4911706)",4.3,https://www.instagram.com/p/B_xA4DtAB6f/
瓦城泰國料理 - 高雄漢神巨蛋店,"(22.6700119, 120.3030034)",4.1,https://www.instagram.com/p/COvB2LDMK5f/
Fun Tower日式可麗餅（漢神巨蛋）,"(22.66993889999999, 120.3023985)",4.4,https://www.instagram.com/p/BexEl1DFK2l/
翠園粵菜餐廳 巨蛋店,"(22.66960079999999, 120.3021105)",4.1,https://www.instagram.com/p/CWQh6jGvAf8/
漢來大飯店巨蛋會館-漢神巨蛋9樓,"(22.66960079999999, 120.3021105)",4.3,https://www.instagram.com/p/CXsaEwNLG9D/
漢來蔬食 巨蛋店,"(22.6695981, 120.3022949)",4.3,https://www.instagram.com/p/CXdx7UaPBdc/
漢來海港餐廳 巨蛋店,"(22.6695926, 120.302286)",4.1,https://www.instagram.com/p/BCXCHRjyWnL/
大戶屋 漢神巨蛋店,"(22.6695926, 120.302286)",4.1,https://www.instagram.com/p/B1XFBmGjsRV/
CoCo壹番屋 漢神巨蛋店,"(22.6695926, 120.302286)",4.4,https://www.instagram.com/p/CEihqPpgYHS/
鼎泰豐 高雄店,"(22.66950779999999, 120.3022247)",4.4,https://www.instagram.com/p/CO5JpGqgRAA/
阿惠越南小吃,"(22.6694444, 120.3058333)",4.2,https://www.instagram.com/p/CW0Sco2v3am/
德藝小築 Deutsche Kuchen,"(22.6686813, 120.2987898)",4.5,https://www.instagram.com/p/CTHD0lugng-/
赤炭汽油桶炭火燒肉,"(22.6667187, 120.3056062)",4.3,https://www.instagram.com/p/CVqg7L4hA3p/
世奇商旅,"(22.665949, 120.304858)",4.4,https://www.instagram.com/p/CXn5eOeugL0/
美食福滷鴨血,"(22.6659084, 120.2999369)",4.9,https://www.instagram.com/p/CHnglQbjpGn/
陶板屋 高雄裕誠店,"(22.6656865, 120.3038963)",4.1,https://www.instagram.com/p/CKWYF_lsv57/
好聚。所 HIRAETH CAFE,"(22.6656745, 120.3015472)",4.2,https://www.instagram.com/p/CXu0a0-vxcu/
韓福香,"(22.6652562, 120.3008749)",4.1,https://www.instagram.com/p/CXoH1HLj2P6/
王品牛排高雄博愛店,"(22.6649313, 120.3036891)",4.4,https://www.instagram.com/p/CP00B_uNimZ/
