Likes,Date,Location,Location_coord,Grid_coord,Post_url
49,2021/12/18 12:00,華泰名品城,"(25.0156339766, 121.2146793492)","(25.02, 121.22)",https://www.instagram.com/p/CXnCoY3tVWG
15,2021/12/18 23:56,華泰名品城,"(25.0156339766, 121.2146793492)","(25.02, 121.22)",https://www.instagram.com/p/CXoUgW8vSCD
275,2021/12/19 06:30,華泰名品城,"(25.0156339766, 121.2146793492)","(25.02, 121.22)",https://www.instagram.com/p/CXpBnjFFC-t
9,2021/12/19 10:51,華泰名品城,"(25.0156339766, 121.2146793492)","(25.02, 121.22)",https://www.instagram.com/p/CXpfbNhvbn8
30,2021/12/19 14:41,華泰名品城,"(25.0156339766, 121.2146793492)","(25.02, 121.22)",https://www.instagram.com/p/CXp5wIbrmQs
25,2021/12/20 22:13,華泰名品城,"(25.0156339766, 121.2146793492)","(25.02, 121.22)",https://www.instagram.com/p/CXtSYSlBAXm
1001,2021/12/20 23:30,華泰名品城,"(25.0156339766, 121.2146793492)","(25.02, 121.22)",https://www.instagram.com/p/CXtbI25PqvX
23,2021/12/18 11:22,GLORIA OUTLETS 華泰名品城,"(25.0139064944, 121.2135100365)","(25.02, 121.22)",https://www.instagram.com/p/CXm-OJ_p5ia
4,2021/12/18 21:33,GLORIA OUTLETS 華泰名品城,"(25.0139064944, 121.2135100365)","(25.02, 121.22)",https://www.instagram.com/p/CXoENeRhnIw
138,2021/12/19 21:33,GLORIA OUTLETS 華泰名品城,"(25.0139064944, 121.2135100365)","(25.02, 121.22)",https://www.instagram.com/p/CXqo7SdveZV
148,2021/12/21 22:25,GLORIA OUTLETS 華泰名品城,"(25.0139064944, 121.2135100365)","(25.02, 121.22)",https://www.instagram.com/p/CXv4g1DPU22
7,2021/12/12 20:20,大江國際購物中心Metro Walk,"(25.001056872328547, 121.22864878343728)","(25.00, 121.23)",https://www.instagram.com/p/CXYfBCPBdVU
185,2021/12/17 21:00,大江國際購物中心Metro Walk,"(25.001056872328547, 121.22864878343728)","(25.00, 121.23)",https://www.instagram.com/p/CXlbkicPp7M
103,2021/12/19 21:00,大江國際購物中心Metro Walk,"(25.001056872328547, 121.22864878343728)","(25.00, 121.23)",https://www.instagram.com/p/CXqlIU1PGjK
385,2021/12/20 17:50,大江國際購物中心Metro Walk,"(25.001056872328547, 121.22864878343728)","(25.00, 121.23)",https://www.instagram.com/p/CXs0Pcghoc1
354,2021/12/21 01:00,新光三越 桃園站前店,"(24.98980557, 121.3134489)","(24.98, 121.32)",https://www.instagram.com/p/CXtlcE5PdFy
40,2021/12/20 09:13,桃園統領,"(24.99102455643756, 121.31264398006233)","(24.98, 121.32)",https://www.instagram.com/p/CXr5HDSP2mA
553,2021/12/19 19:00,君悅飯店,"(24.9585180814, 121.417417799)","(24.96, 121.42)",https://www.instagram.com/p/CXqXfgMlPtE
279,2021/12/12 12:30,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXXpRfdp51j
18,2021/12/13 19:56,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXbBCJFvVs-
420,2021/12/13 20:36,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXbFs59veK_
181,2021/12/18 10:31,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXm4aKOPGm_
3998,2021/12/19 14:08,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXp2A22LXTi
129,2021/12/20 13:03,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXsTVnjvqeX
220,2021/12/21 01:08,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXtmZlnPbVw
118,2021/12/21 20:40,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXvscIrlxDV
1103,2021/12/21 22:48,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXv7LK5Pjfe
3,2021/12/21 22:57,六福村主題遊樂園,"(24.821058232, 121.1822051252)","(24.82, 121.18)",https://www.instagram.com/p/CXv8Mw6PAeu
4551,2021/12/13 22:13,Big City遠東巨城購物中心,"(24.8098172855, 120.97484103)","(24.8, 120.98)",https://www.instagram.com/p/CXbQzaqp32L
88,2021/12/19 19:23,Big City遠東巨城購物中心,"(24.8098172855, 120.97484103)","(24.8, 120.98)",https://www.instagram.com/p/CXqaGYPFygM
154,2021/12/20 21:49,Big City遠東巨城購物中心,"(24.8098172855, 120.97484103)","(24.8, 120.98)",https://www.instagram.com/p/CXtPjBSJP6L
2022,2021/12/21 10:21,Big City遠東巨城購物中心,"(24.8098172855, 120.97484103)","(24.8, 120.98)",https://www.instagram.com/p/CXulrXpvLLV
13,2021/12/16 21:30,新竹巨城big City,"(24.8098172855, 120.97484103)","(24.8, 120.98)",https://www.instagram.com/p/CXi6NQmselN
601,2021/12/15 20:34,花露農場 FlowerHome,"(24.3328722803, 120.8272444584)","(24.34, 120.82)",https://www.instagram.com/p/CXgO-RMvJB7
174,2021/12/16 09:02,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXhknRRP7ZQ
3333,2021/12/16 19:00,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXipCd1vG8S
11964,2021/12/16 19:00,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXipDDDvpGY
1615,2021/12/16 21:28,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXi58eqFDJo
31877,2021/12/17 20:30,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXlYGfSFObc
538,2021/12/17 23:59,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXlwCmCPySh
735,2021/12/19 20:59,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXqlHPWv-xh
46,2021/12/20 13:44,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXsYC42J5Ix
199,2021/12/20 16:56,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXst_iyJx5H
1199,2021/12/20 19:27,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXs_U8DvGAF
37,2021/12/21 22:52,麗寶OUTLET MALL,"(24.324749781, 120.6997650862)","(24.32, 120.7)",https://www.instagram.com/p/CXv7k0vP275
3068,2021/12/19 22:32,情人木橋,"(24.2726637475, 120.7890128595)","(24.28, 120.78)",https://www.instagram.com/p/CXqvtmSPhRE
187,2021/12/16 09:38,豐原葫蘆墩公園,"(24.2552988681, 120.7092761993)","(24.26, 120.7)",https://www.instagram.com/p/CXhos2oJqk3
3,2021/12/15 19:43,台中三井 Outlet Ivorish台中港店,"(24.2582904, 120.5182151)","(24.26, 120.52)",https://www.instagram.com/p/CXgJPY0p-Qb
159,2021/12/20 19:06,台中三井 Outlet Ivorish台中港店,"(24.2582904, 120.5182151)","(24.26, 120.52)",https://www.instagram.com/p/CXs88X4JPfY
106,2021/12/19 10:06,中央公園,"(24.1856678669, 120.6542726421)","(24.18, 120.66)",https://www.instagram.com/p/CXpaYmjp343
511,2021/12/14 21:45,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXdyZ2PvZpB
388,2021/12/15 10:16,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXfIP5VPFJ3
3,2021/12/15 21:48,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXgXf6LPZh2
76,2021/12/18 17:55,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXnrPRBLPyi
192,2021/12/18 22:28,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXoKd14vcdW
291,2021/12/20 19:09,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXs9NxYFwEH
49,2021/12/21 00:17,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXtgegcvmcl
1051,2021/12/21 12:04,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXuxbDplnlL
70,2021/12/21 22:15,中央公園 Taichung Central Park,"(24.17948, 120.6561)","(24.18, 120.66)",https://www.instagram.com/p/CXv3ZL1vyTt
1002,2021/12/14 18:00,水湳-中央公園,"(24.1856678669, 120.6542726421)","(24.18, 120.66)",https://www.instagram.com/p/CXdYkSYLP9e
258,2021/12/13 22:34,勤美誠品百貨,"(24.151325313396637, 120.6640181941761)","(24.16,120.66)",https://www.instagram.com/p/CXbTLqkPPP2
3,2021/12/12 11:13,心之芳庭,"(24.1619173946, 120.7665561201)","(24.16, 120.76)",https://www.instagram.com/p/CXXgd7RP10Z
227,2021/12/14 07:37,心之芳庭,"(24.1619173946, 120.7665561201)","(24.16, 120.76)",https://www.instagram.com/p/CXcRXNpv7Ra
213,2021/12/14 19:54,心之芳庭,"(24.1619173946, 120.7665561201)","(24.16, 120.76)",https://www.instagram.com/p/CXdlprKPRlH
34,2021/12/13 16:54,台中 中友百貨,"(24.1522890809, 120.6849147869)","(24.16, 120.68)",https://www.instagram.com/p/CXasNQTJkH1
402,2021/12/14 18:40,台中 中友百貨,"(24.1522890809, 120.6849147869)","(24.16, 120.68)",https://www.instagram.com/p/CXddKeZl66x
7,2021/12/18 22:02,金典綠園道商場,"(24.15578, 120.66319)","(24.16, 120.66)",https://www.instagram.com/p/CXoHbktvb1Y
269,2021/12/12 12:18,廣三SOGO百貨,"(24.15528, 120.66178)","(24.16, 120.66)",https://www.instagram.com/p/CXXn19OLPza
141,2021/12/14 07:47,廣三SOGO百貨,"(24.15528, 120.66178)","(24.16, 120.66)",https://www.instagram.com/p/CXcSf5hPUG8
515,2021/12/19 14:11,廣三SOGO百貨,"(24.15528, 120.66178)","(24.16, 120.66)",https://www.instagram.com/p/CXp2VhIroOy
13,2021/12/18 15:44,勤美綠園道,"(24.151766, 120.66327)","(24.16, 120.66)",https://www.instagram.com/p/CXncMa1vfdt
232,2021/12/19 22:00,勤美綠園道,"(24.151766, 120.66327)","(24.16, 120.66)",https://www.instagram.com/p/CXqr_IBvf8N
167,2021/12/13 22:08,勤美 誠品綠園道,"(24.1509143068, 120.6637993455)","(24.16, 120.66)",https://www.instagram.com/p/CXbQNisPnBn
324,2021/12/14 18:05,勤美 誠品綠園道,"(24.1509143068, 120.6637993455)","(24.16, 120.66)",https://www.instagram.com/p/CXdZMKhvuUm
111,2021/12/18 19:44,勤美 誠品綠園道,"(24.1509143068, 120.6637993455)","(24.16, 120.66)",https://www.instagram.com/p/CXn3uv2FoWa
21,2021/12/21 23:53,勤美 誠品綠園道,"(24.1509143068, 120.6637993455)","(24.16, 120.66)",https://www.instagram.com/p/CXwCmyUP8tG
277,2021/12/20 22:44,勤美誠品綠園道,"(24.15086, 120.66639)","(24.16, 120.66)",https://www.instagram.com/p/CXtV0vzvNIT
807,2021/12/17 21:13,台中市政府廣場,"(24.162491449, 120.6475449873)","(24.16, 120.64)",https://www.instagram.com/p/CXldD9Mvrbe
3,2021/12/18 21:47,國家歌劇院,"(24.162864538952817, 120.64025988200565)","(24.16, 120.64)",https://www.instagram.com/p/CXoFy4LPbmy
5,2021/12/20 22:04,國家歌劇院,"(24.162864538952817, 120.64025988200565)","(24.16, 120.64)",https://www.instagram.com/p/CXtRUh-v7AD
749,2021/12/15 20:06,新光三越 台中中港店,"(24.1649964815, 120.6434045451)","(24.16, 120.64)",https://www.instagram.com/p/CXgLyMfPF3j
602,2021/12/16 17:05,新光三越 台中中港店,"(24.1649964815, 120.6434045451)","(24.16, 120.64)",https://www.instagram.com/p/CXib8bypmdJ
14354,2021/12/16 21:01,新光三越 台中中港店,"(24.1649964815, 120.6434045451)","(24.16, 120.64)",https://www.instagram.com/p/CXi23TtFIna
201,2021/12/16 23:00,新光三越 台中中港店,"(24.1649964815, 120.6434045451)","(24.16, 120.64)",https://www.instagram.com/p/CXjEjwmv0t5
108,2021/12/17 07:18,新光三越 台中中港店,"(24.1649964815, 120.6434045451)","(24.16, 120.64)",https://www.instagram.com/p/CXj9g0hP8w2
370,2021/12/18 19:04,新光三越 台中中港店,"(24.1649964815, 120.6434045451)","(24.16, 120.64)",https://www.instagram.com/p/CXnzGoOlEJe
340,2021/12/20 11:03,新光三越 台中中港店,"(24.1649964815, 120.6434045451)","(24.16, 120.64)",https://www.instagram.com/p/CXsFoD8vl-G
256,2021/12/16 19:55,遠東百貨 Top City台中大遠百,"(24.1641983088, 120.644736886)","(24.16, 120.64)",https://www.instagram.com/p/CXivUQUPaUE
336,2021/12/20 17:17,遠東百貨 Top City台中大遠百,"(24.1641983088, 120.644736886)","(24.16, 120.64)",https://www.instagram.com/p/CXswe4Rrjqy
22,2021/12/13 00:21,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXY6j-xvk0O
513,2021/12/13 15:18,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXahTf3vpgo
1462,2021/12/15 18:09,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXf-YMmP9eh
294,2021/12/17 21:51,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXlhcFsvIog
187,2021/12/18 19:53,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXn4rLuFSYN
5,2021/12/19 20:00,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXqeSYFr2dT
30,2021/12/19 20:59,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXqlFd_prO_
12,2021/12/21 00:17,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXtgfuIPLKD
448,2021/12/21 12:17,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXuy575Peci
335,2021/12/21 21:10,臺中國家歌劇院 National Taichung Theater,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXvv4KwPZeq
830,2021/12/18 20:04,市政府廣場,"(24.162491449, 120.6475449873)","(24.16, 120.64)",https://www.instagram.com/p/CXn572PJZIp
149,2021/12/15 20:20,台中歌劇院廣場,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXgNXPcPLz7
209,2021/12/17 22:14,台中歌劇院 Vvg Play Play,"(24.1630051195, 120.6409214834)","(24.16, 120.64)",https://www.instagram.com/p/CXlkDBzPN_-
2862,2021/12/15 20:00,台中火車站,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXgLLlNLapo
475,2021/12/16 21:45,台中火車站,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXi7-T5Pjjx
1114,2021/12/20 08:00,台中火車站,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXrwrHNPE0u
2376,2021/12/21 06:46,台中火車站,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXuNC1kP5OS
2944,2021/12/19 12:15,柳川水岸步道【柳川藍帶水岸】,"(24.14239, 120.67723)","(24.14, 120.68)",https://www.instagram.com/p/CXppENdJUGd
2025,2021/12/20 20:30,柳川水岸步道【柳川藍帶水岸】,"(24.14239, 120.67723)","(24.14, 120.68)",https://www.instagram.com/p/CXtGf_Vp-0v
985,2021/12/12 10:00,台中車站前廣場,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXXYB2tPK5q
415,2021/12/13 22:40,台中車站前廣場,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXbT37Mvmv5
34,2021/12/14 22:00,台中車站前廣場,"(24.1374861974, 120.685284203)","(24.14, 120.68)",https://www.instagram.com/p/CXd0H2yF4oT
3,2021/12/12 22:00,秀泰生活台中文心店,"(24.129739108, 120.6461559894)","(24.12, 120.64)",https://www.instagram.com/p/CXYqd1XpPQo
1424,2021/12/20 21:11,秀泰生活台中文心店,"(24.129739108, 120.6461559894)","(24.12, 120.64)",https://www.instagram.com/p/CXtLR9RveAY
500,2021/12/18 10:28,八卦山,"(24.07865556, 120.55139167)","(24.08, 120.56)",https://www.instagram.com/p/CXm4EnyviT-
61,2021/12/16 19:21,遠東百貨 花蓮店,"(23.9784748312, 121.5993803926)","(23.98, 121.6)",https://www.instagram.com/p/CXirgNNvlsA
1655,2021/12/12 12:04,妮娜巧克力夢想城堡cona's,"(23.943469168279066, 120.92952162606002)","(23.94, 120.92)",https://www.instagram.com/p/CXXmQEXvhae
1504,2021/12/14 09:20,日月潭-耶穌堂,"(23.8636386345, 120.9106867568)","(23.86, 120.92)",https://www.instagram.com/p/CXcdHbNPJ7F
192,2021/12/19 17:34,南瀛綠都心公園,"(23.3098944511, 120.3151767656)","(23.3, 120.32)",https://www.instagram.com/p/CXqNnl4v4e3
221,2021/12/14 19:05,台南市立圖書館新總館,"(23.0247011779, 120.2375777425)","(23.02, 120.24)",https://www.instagram.com/p/CXdgBjtJzw9
122,2021/12/17 18:07,台南總圖,"(23.0247011779, 120.2375777425)","(23.02, 120.24)",https://www.instagram.com/p/CXlH1q4FUPg
102,2021/12/13 16:49,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXarqOuPE-T
186,2021/12/14 10:59,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXcoeYjrdOX
353,2021/12/15 12:10,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXfVSbsLilx
634,2021/12/16 18:53,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXioOxYPFFT
86,2021/12/16 19:03,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXiparAlAj0
56,2021/12/18 23:52,南紡購物中心,"(22.9908366653, 120.2330088295)","(23.0, 120.24)",https://www.instagram.com/p/CXoUEuWFpU9
209,2021/12/20 14:35,河樂廣場,"(22.9938582869, 120.1927725078)","(23.0, 120.2)",https://www.instagram.com/p/CXsd8uapfUa
205,2021/12/14 10:53,新光三越 台南西門店,"(22.9869360324, 120.1985274655)","(22.98, 120.2)",https://www.instagram.com/p/CXcnuh0rqQ1
20,2021/12/13 12:22,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXaNK5Rv3Uo
29,2021/12/13 23:01,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXbWRQyvgwK
538,2021/12/15 21:07,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXgS1HKv3hx
152,2021/12/16 00:24,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXgpTjJBG_p
371,2021/12/16 18:54,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXioZChveZg
25,2021/12/19 16:19,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXqE--crQfR
447,2021/12/19 16:36,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXqG7adrKAd
112,2021/12/20 17:41,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXszNg7vhXi
167,2021/12/20 22:22,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXtTaUmFOiH
362,2021/12/20 23:03,奇美博物館 Chimei Museum,"(22.9345736861, 120.225957764)","(22.94, 120.22)",https://www.instagram.com/p/CXtYGWlPXVh
148,2021/12/21 22:51,右昌教會敬拜中心,"(22.7258, 120.29251)","(22.72, 120.3)",https://www.instagram.com/p/CXv7eqHJ6ml
14,2021/12/13 19:00,建業新村-光之眷,"(22.6948818069, 120.2918797333)","(22.7, 120.3)",https://www.instagram.com/p/CXa6pLgvw68
346,2021/12/14 22:51,台灣基督長老教會屏東教會,"(22.671583481340555, 120.49295202433588)","(22.68, 120.5)",https://www.instagram.com/p/CXd56GQPqVG
157,2021/12/15 02:46,屏東公園-聖誕燈氣氛,"(22.6746666667, 120.4927366667)","(22.68, 120.5)",https://www.instagram.com/p/CXeU1kzh4pa
28,2021/12/15 16:22,屏東公園-聖誕燈氣氛,"(22.6746666667, 120.4927366667)","(22.68, 120.5)",https://www.instagram.com/p/CXfyIPSlYM1
297,2021/12/20 21:57,屏東公園,"(22.6744995117, 120.4929504394)","(22.68, 120.5)",https://www.instagram.com/p/CXtQfpqvfY9
296,2021/12/14 17:13,屏東公園,"(22.674471414, 120.4914267075)","(22.68, 120.5)",https://www.instagram.com/p/CXdTPZtFH4E
37,2021/12/20 04:15,屏東公園,"(22.674471414, 120.4914267075)","(22.68, 120.5)",https://www.instagram.com/p/CXrW59pBryG
293,2021/12/12 13:44,屏東耶誕城,"(22.674367824, 120.4913013165)","(22.68, 120.5)",https://www.instagram.com/p/CXXxwc4Pa51
25,2021/12/16 19:43,屏東和平教會（Official）,"(22.67139, 120.47921)","(22.68, 120.48)",https://www.instagram.com/p/CXit__yB0J5
32,2021/12/19 02:12,屏東和平教會（Official）,"(22.67139, 120.47921)","(22.68, 120.48)",https://www.instagram.com/p/CXokCcDBOt-
337,2021/12/19 16:18,屏東和平教會（Official）,"(22.67139, 120.47921)","(22.68, 120.48)",https://www.instagram.com/p/CXqE9KRLuwq
90,2021/12/15 21:57,新光三越左營店,"(22.6886802267, 120.3102486389)","(22.68, 120.32)",https://www.instagram.com/p/CXgYh0Mp0tj
216,2021/12/12 21:00,文藻外語大學,"(22.6701544581, 120.3190485108)","(22.68, 120.32)",https://www.instagram.com/p/CXYjo7XPn9w
456,2021/12/19 22:15,文藻外語大學,"(22.6701544581, 120.3190485108)","(22.68, 120.32)",https://www.instagram.com/p/CXqtts1vEge
314,2021/12/17 23:30,悅誠廣場,"(22.6563594038, 120.314919135)","(22.66, 120.32)",https://www.instagram.com/p/CXlstvxJPe-
160,2021/12/14 13:44,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXc7VOtvdtT
31,2021/12/14 22:53,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXd6JhEvG2l
534,2021/12/17 17:05,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXlAr4uFTUq
128,2021/12/18 20:50,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXn_LmTlI81
60,2021/12/19 00:59,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXobxe_BY2c
181,2021/12/19 19:22,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXqZ6hIpmf3
14,2021/12/20 14:23,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXscf3-BPV5
245,2021/12/20 22:52,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXtWu8VPrca
360,2021/12/20 22:57,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXtXXAFPyj2
506,2021/12/21 20:21,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXvqWkjlz5k
308,2021/12/21 20:31,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXvrcPdFa7g
312,2021/12/21 20:35,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXvr6uQFqNf
526,2021/12/21 22:02,漢神巨蛋購物廣場,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXv12MmPNrf
29,2021/12/13 20:45,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbGrReP2DZ
16,2021/12/13 21:03,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbIr5gPqje
56,2021/12/13 21:37,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbMmvZAU2d
33,2021/12/13 21:37,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbMoGVlCVb
24,2021/12/13 21:42,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXbNKgOAZ6c
126,2021/12/20 14:17,高雄巨蛋(K-ARENA),"(22.6686203762, 120.3018862009)","(22.66, 120.3)",https://www.instagram.com/p/CXsb0mLPUl5
532,2021/12/14 20:27,凹仔底森林公園,"(22.6605984266, 120.2999063288)","(22.66, 120.3)",https://www.instagram.com/p/CXdpeFjvvSJ
547,2021/12/13 21:22,義享時尚廣場,"(22.6565418128, 120.3065371513)","(22.66, 120.3)",https://www.instagram.com/p/CXbK6OxlEgy
22,2021/12/21 16:42,義享天地,"(22.6558540193, 120.3061484786)","(22.66, 120.3)",https://www.instagram.com/p/CXvRNiMF6q4
25,2021/12/20 23:55,高雄漢神百貨,"(22.669306546, 120.302741405)","(22.66, 120.3)",https://www.instagram.com/p/CXtd-RzPfFu
3,2021/12/19 20:35,鳳山基督長老教會,"(22.6284325817, 120.3607996372)","(22.62, 120.36)",https://www.instagram.com/p/CXqiRi-lT_k
279,2021/12/13 21:03,衛武營國家藝術文化中心,"(22.6230313553, 120.3424572945)","(22.62, 120.34)",https://www.instagram.com/p/CXbIxxTvDtQ
13,2021/12/18 23:57,衛武營國家藝術文化中心,"(22.6230313553, 120.3424572945)","(22.62, 120.34)",https://www.instagram.com/p/CXoUpnDpZMD
3,2021/12/21 22:05,衛武營國家藝術文化中心,"(22.6230313553, 120.3424572945)","(22.62, 120.34)",https://www.instagram.com/p/CXv2OocFqfb
